cdate,cp,pctlead,dow,dom,moy,mdy4,mdy5,mdy6,mdy7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2012-05-02,1402.31,-0.766,3,02,05,0.182,0.705,0.265,2.248,-0.965,-0.162,0.151,1.055,-0.25,0.315,0.166,1.725
2012-05-01,1405.82,-0.25,2,01,05,0.522,-0.336,1.06,2.195,0.811,1.115,0.219,2.064,0.566,0.175,1.088,2.099
2012-04-30,1397.91,0.566,1,30,04,-0.853,-0.436,2.27,1.276,0.302,0.314,0.035,0.688,-0.388,-0.148,1.891,0.922
2012-04-27,1403.36,-0.388,5,27,04,0.42,1.4,3.408,1.866,0.012,-0.887,0.455,0.737,0.241,0.911,2.664,0.905
2012-04-26,1399.98,0.241,4,26,04,0.976,2.719,1.978,3.058,-0.898,-0.278,0.903,2.452,0.668,2.042,1.556,2.22
2012-04-25,1390.69,0.668,3,25,04,1.725,1.98,1.123,2.108,0.626,1.354,1.841,4.702,1.364,1.737,1.0,1.491
2012-04-24,1371.97,1.364,2,24,04,0.25,-0.721,-0.972,-0.866,0.724,1.184,0.653,3.242,0.368,-0.476,-0.951,-1.124
2012-04-23,1366.94,0.368,1,23,04,-0.969,-0.841,-1.491,0.653,0.457,0.481,0.281,3.615,-0.841,-0.725,-1.714,-0.129
2012-04-20,1378.53,-0.841,5,20,04,0.13,-0.253,1.059,2.804,0.023,-0.525,1.536,3.809,0.117,-0.477,0.654,1.468
2012-04-19,1376.92,0.117,4,19,04,-0.382,-0.656,0.974,0.255,-0.548,-0.199,2.809,1.669,-0.593,-0.997,0.486,-0.382
2012-04-18,1385.14,-0.593,3,18,04,-0.275,1.315,0.107,-0.592,0.351,2.071,2.572,1.096,-0.406,1.137,-0.175,-0.926
2012-04-17,1390.78,-0.406,2,17,04,1.594,1.641,2.176,-0.723,1.714,3.014,3.325,0.553,1.549,1.498,1.612,-0.585
2012-04-16,1369.57,1.549,1,16,04,0.046,-1.193,1.726,-3.601,1.278,0.49,2.239,-2.12,-0.05,-1.297,0.808,-3.1
2012-04-13,1370.26,-0.05,5,13,04,-1.238,0.527,-0.713,-3.427,-0.778,0.302,-1.109,-4.732,-1.248,0.113,-0.864,-3.438
2012-04-12,1387.57,-1.248,4,12,04,1.787,2.954,-0.698,-1.644,1.088,1.74,-1.438,-3.609,1.378,2.133,-0.752,-1.484
2012-04-11,1368.71,1.378,3,11,04,1.147,-1.233,-2.838,-3.45,0.645,-1.407,-2.683,-3.927,0.745,-0.976,-2.162,-2.464
2012-04-10,1358.59,0.745,2,10,04,-2.353,-3.548,-5.237,-4.687,-2.039,-3.124,-4.264,-4.298,-1.708,-2.825,-3.877,-3.34
2012-04-09,1382.2,-1.708,1,09,04,-1.224,-1.625,-2.734,-2.905,-1.108,-1.294,-3.664,-3.163,-1.136,-1.198,-2.596,-2.147
2012-04-05,1398.08,-1.136,4,05,04,-0.406,-1.751,-0.952,-2.106,-0.188,-1.177,-2.202,-2.539,-0.063,-1.083,-0.738,-1.301
2012-04-04,1398.96,-0.063,3,04,04,-1.35,-1.128,-0.63,-0.233,-0.99,-2.4,-1.278,-0.666,-1.02,-1.415,-0.308,0.132
2012-04-03,1413.38,-1.02,2,03,04,0.226,0.813,0.58,1.794,-1.424,-1.038,-0.035,0.586,-0.399,0.349,0.558,1.479
2012-04-02,1419.04,-0.399,1,02,04,0.587,0.503,-0.176,0.531,0.392,1.15,0.52,1.232,0.75,1.123,0.462,1.151
2012-03-30,1408.47,0.75,5,30,03,-0.083,-0.232,-1.165,-0.166,0.755,1.013,-0.345,0.15,0.37,0.208,-0.568,0.21
2012-03-29,1403.28,0.37,4,29,03,-0.149,-0.675,0.4,-0.817,0.256,-0.623,0.62,-1.046,-0.161,-0.654,0.442,-0.459
2012-03-28,1405.54,-0.161,3,28,03,-0.527,-0.935,1.207,-0.336,-0.877,-1.344,0.621,-0.671,-0.494,-0.774,0.916,0.098
2012-03-27,1412.52,-0.494,2,27,03,-0.41,1.082,0.708,-0.159,-0.471,1.251,0.709,0.616,-0.282,1.103,0.686,0.707
2012-03-26,1416.51,-0.282,1,26,03,1.499,2.162,1.011,1.179,1.73,1.992,0.497,1.174,1.389,1.704,0.782,1.594
2012-03-23,1397.11,1.389,5,23,03,0.654,-0.371,-1.212,-1.076,0.258,-0.535,-1.655,-1.508,0.311,-0.412,-0.897,0.083
2012-03-22,1392.78,0.311,4,22,03,-1.018,-1.127,-1.524,0.202,-0.791,-1.467,-1.284,-0.257,-0.721,-0.906,-0.811,1.582
2012-03-21,1402.89,-0.721,3,21,03,-0.11,-0.845,-0.861,0.865,-0.681,-1.127,-0.093,2.028,-0.187,-0.487,0.021,2.336
2012-03-20,1405.52,-0.187,2,20,03,-0.735,-0.402,0.166,1.954,-0.448,0.185,0.674,2.087,-0.3,0.096,0.806,2.9
2012-03-19,1409.75,-0.3,1,19,03,0.336,-0.016,0.137,3.885,0.636,1.045,0.15,1.352,0.397,0.51,0.989,4.223
2012-03-16,1404.17,0.397,5,16,03,-0.351,0.57,1.752,4.568,0.407,0.488,1.04,0.676,0.112,0.709,2.413,4.527
2012-03-15,1402.6,0.112,4,15,03,0.924,0.154,1.74,2.917,0.081,-0.886,2.123,-1.057,0.597,0.476,2.315,2.805
2012-03-14,1394.28,0.597,3,14,03,-0.763,1.176,1.786,1.608,-0.967,0.549,1.403,-0.359,-0.12,1.691,2.077,1.8
2012-03-13,1395.95,-0.12,2,13,03,1.954,1.584,3.743,1.533,1.531,3.037,1.2,0.035,1.813,1.829,3.203,1.591
2012-03-12,1371.09,1.813,1,12,03,-0.363,0.603,2.768,0.529,1.483,0.849,-0.361,-1.098,0.016,0.379,2.064,0.396
2012-03-09,1370.87,0.016,5,09,03,0.969,2.125,1.157,0.134,-0.625,-1.783,-3.115,-3.259,0.363,1.348,0.479,-0.095
2012-03-08,1365.91,0.363,4,08,03,1.145,2.152,-0.174,-0.948,-1.165,-1.2,-1.738,-2.751,0.982,1.679,-0.272,-0.123
2012-03-07,1352.63,0.982,3,07,03,0.995,-0.948,-2.13,-2.053,-0.035,-1.356,-1.152,-1.729,0.69,-0.858,-1.562,-0.96
2012-03-06,1343.36,0.69,2,06,03,-1.924,-2.277,-2.178,-2.992,-1.322,-0.544,-0.74,-1.333,-1.537,-1.918,-1.634,-1.474
2012-03-05,1364.33,-1.537,1,05,03,-0.36,-1.193,-1.011,-0.293,0.788,0.207,-0.149,0.104,-0.387,-0.71,-0.572,0.491
2012-03-02,1369.63,-0.387,5,02,03,-0.836,0.101,-0.775,-0.319,-0.576,-0.197,-1.032,-0.277,-0.325,0.289,0.149,0.545
2012-03-01,1374.09,-0.325,4,01,03,0.946,0.184,0.078,0.078,0.382,-0.356,-0.584,1.413,0.616,0.139,0.611,0.945
2012-02-29,1365.68,0.616,3,29,02,-0.754,-0.876,-0.832,-0.931,-0.734,-0.837,-0.598,1.276,-0.474,-0.14,0.163,0.563
2012-02-28,1372.18,-0.474,2,28,02,-0.123,-0.106,0.726,1.382,-0.103,-0.229,0.253,3.59,0.336,0.472,1.069,2.155
2012-02-27,1367.59,0.336,1,27,02,0.017,0.045,0.46,1.191,-0.126,0.241,0.762,3.024,0.135,0.303,0.395,1.265
2012-02-24,1365.74,0.135,5,24,02,0.028,0.833,0.0,1.129,0.368,0.483,2.009,3.459,0.167,0.595,0.331,1.033
2012-02-23,1363.46,0.167,4,23,02,0.805,0.415,-0.1,2.184,0.115,0.52,1.885,3.842,0.427,0.092,0.399,1.551
2012-02-22,1357.66,0.427,3,22,02,-0.387,-0.826,0.651,0.259,0.404,1.518,3.329,2.403,-0.334,-0.262,1.074,0.422
2012-02-21,1362.21,-0.334,2,21,02,-0.441,-0.513,0.728,0.779,1.11,1.358,2.244,1.465,0.072,0.307,0.867,0.907
2012-02-17,1361.23,0.072,5,17,02,-0.072,1.489,1.129,1.443,0.246,1.783,1.421,-0.834,0.235,1.34,0.7,1.053
2012-02-16,1358.04,0.235,4,16,02,1.563,1.248,2.287,1.626,1.534,0.874,1.921,-0.397,1.103,0.558,1.147,1.02
2012-02-15,1343.23,1.103,3,15,02,-0.311,-0.356,-0.389,-0.028,-0.65,-0.355,-0.895,-0.942,-0.538,-0.632,-0.645,-0.124
2012-02-14,1350.5,-0.538,2,14,02,-0.045,1.027,0.051,1.857,0.296,1.038,-0.762,1.365,-0.094,0.585,0.04,1.883
2012-02-13,1351.77,-0.094,1,13,02,1.072,-0.034,0.311,2.132,0.74,-0.542,-2.224,0.536,0.68,-0.013,0.35,2.09
2012-02-10,1342.64,0.68,5,10,02,-1.094,-0.966,-0.646,3.135,-1.272,-1.782,-2.274,0.072,-0.689,-0.542,-0.126,2.303
2012-02-09,1351.95,-0.689,4,09,02,0.13,0.345,0.362,4.019,-0.516,-1.691,-0.047,-0.714,0.147,0.364,0.524,2.966
2012-02-08,1349.96,0.147,3,08,02,0.215,0.323,1.806,3.266,-1.181,-0.501,2.143,-0.594,0.216,0.419,1.842,2.555
2012-02-07,1347.05,0.216,2,07,02,0.108,0.017,1.815,3.674,0.688,1.672,2.822,-0.496,0.202,0.16,1.734,2.171
2012-02-06,1344.33,0.202,1,06,02,-0.091,1.478,3.806,2.88,0.977,2.658,2.4,-1.685,-0.042,1.418,2.432,1.378
2012-02-03,1344.9,-0.042,5,03,02,1.57,1.798,3.644,4.035,1.664,1.131,-0.667,-2.592,1.461,1.572,2.429,2.301
2012-02-02,1325.54,1.461,4,02,02,0.225,2.294,1.435,2.814,-0.524,-0.251,-2.68,-4.504,0.11,1.0,0.7,0.725
2012-02-01,1324.09,0.11,3,01,02,2.065,1.813,1.825,2.59,0.275,-1.778,-3.227,-4.023,0.89,0.844,0.429,0.662
2012-01-31,1312.41,0.89,2,31,01,-0.246,-0.84,-0.892,0.443,-2.047,-2.435,-3.99,-3.78,-0.046,-0.298,-1.029,-0.159
2012-01-30,1313.01,-0.046,1,30,01,-0.595,0.012,0.377,1.501,-0.396,-1.475,-1.939,-1.11,-0.252,-0.411,-0.125,0.38
2012-01-27,1316.33,-0.252,5,27,01,0.61,-0.052,1.36,3.815,-1.083,-1.594,-1.875,0.163,-0.159,-0.734,0.025,1.752
2012-01-26,1318.43,-0.159,4,26,01,-0.659,0.365,0.751,3.304,-0.516,-0.47,-0.823,2.227,-0.575,0.288,0.232,2.276
2012-01-25,1326.06,-0.575,3,25,01,1.031,1.413,1.347,3.506,0.046,-0.286,0.218,2.927,0.868,0.764,0.879,2.359
2012-01-24,1314.65,0.868,2,24,01,0.378,0.384,1.12,2.648,-0.332,-0.354,0.844,2.468,-0.103,-0.055,0.505,1.715
2012-01-23,1316.0,-0.103,1,23,01,0.006,-0.065,2.422,2.472,-0.023,0.506,2.077,2.042,0.047,0.114,1.726,1.851
2012-01-20,1315.38,0.047,5,20,01,-0.071,0.733,2.534,3.869,0.529,1.203,3.075,2.327,0.067,0.561,2.039,2.708
2012-01-19,1314.5,0.067,4,19,01,0.804,2.489,2.13,4.52,0.671,1.564,2.702,2.244,0.494,1.61,1.467,2.871
2012-01-18,1308.04,0.494,3,18,01,1.671,1.788,1.511,3.591,0.887,1.85,1.61,0.805,1.111,1.47,1.204,2.106
2012-01-17,1293.67,1.111,2,17,01,0.115,-0.35,0.048,2.673,0.954,1.121,-0.035,-0.384,0.355,-0.141,0.123,1.282
2012-01-13,1289.09,0.355,5,13,01,-0.465,-0.272,1.302,2.276,0.165,-0.235,-0.725,-1.302,-0.495,-0.262,0.655,0.942
2012-01-12,1295.5,-0.495,4,12,01,0.193,0.4,2.341,3.906,-0.4,-1.143,-0.446,-0.024,0.234,0.265,1.384,3.014
2012-01-11,1292.48,0.234,3,11,01,0.206,1.578,2.048,3.085,-0.747,-0.491,-0.793,-0.223,0.031,0.92,0.891,2.333
2012-01-10,1292.08,0.031,2,10,01,1.37,1.933,2.624,4.205,0.257,0.705,-0.349,1.829,0.889,1.117,1.157,3.396
2012-01-09,1280.7,0.889,1,09,01,0.556,0.463,0.961,1.124,0.446,-0.303,-0.581,0.258,0.226,-0.028,0.285,1.207
2012-01-06,1277.81,0.226,5,06,01,-0.093,0.678,1.53,0.728,-0.746,-1.046,0.425,-0.117,-0.254,0.04,1.607,0.986
2012-01-05,1281.06,-0.254,4,05,01,0.771,0.496,1.016,1.427,-0.302,-0.279,0.575,1.744,0.294,0.313,1.428,2.158
2012-01-04,1277.3,0.294,3,04,01,-0.273,0.846,1.54,1.669,0.023,1.487,2.186,3.489,0.019,1.566,2.213,2.7
2012-01-03,1277.06,0.019,2,03,01,1.122,0.517,0.161,2.134,1.463,0.856,0.844,4.878,1.547,1.112,0.919,2.881
2011-12-30,1257.6,1.547,5,30,12,-0.598,0.688,-0.79,4.474,-0.598,0.689,-0.54,6.576,-0.429,0.637,-0.611,4.335
2011-12-29,1263.02,-0.429,4,29,12,1.294,-0.354,0.407,3.369,1.295,-0.012,1.163,6.375,1.071,-0.19,0.719,3.555
2011-12-28,1249.64,1.071,3,28,12,-1.627,-1.468,0.126,2.684,-1.29,-1.22,1.275,5.186,-1.248,-1.24,0.476,2.788
2011-12-27,1265.43,-1.248,2,27,12,0.162,0.763,1.969,5.091,0.07,1.175,4.0,7.351,0.008,0.911,1.944,4.424
2011-12-23,1265.33,0.008,5,23,12,0.601,1.618,5.306,3.363,1.103,2.526,7.155,5.824,0.904,1.738,4.976,3.231
2011-12-22,1254.0,0.904,4,22,12,1.011,1.197,2.951,0.776,1.408,2.793,5.152,5.297,0.827,1.023,2.816,1.418
2011-12-21,1243.72,0.827,3,21,12,0.184,3.629,2.554,-1.91,1.366,4.514,3.861,2.188,0.195,3.183,2.301,-0.914
2011-12-20,1241.3,0.195,2,20,12,3.439,1.733,3.061,0.241,3.106,2.295,3.223,2.667,2.983,1.774,2.433,0.563
2011-12-19,1205.35,2.983,1,19,12,-1.649,-1.037,-1.845,-5.626,-0.786,-0.625,-1.242,-1.912,-1.173,-0.855,-1.663,-4.414
2011-12-16,1219.66,-1.173,5,16,12,0.622,1.305,-2.113,-4.339,0.162,0.906,0.137,-0.817,0.322,0.647,-1.36,-3.084
2011-12-15,1215.75,0.322,4,15,12,0.679,-0.817,-4.353,-5.152,0.743,-0.621,-1.611,-0.522,0.324,-0.814,-3.142,-3.288
2011-12-14,1211.82,0.324,3,14,12,-1.485,-3.374,-2.736,-4.423,-1.354,-0.762,-0.538,-0.439,-1.135,-1.994,-1.825,-2.609
2011-12-13,1225.73,-1.135,2,13,12,-1.917,-3.565,-3.851,-2.739,0.6,-0.996,-0.678,0.927,-0.869,-2.347,-2.798,-1.515
2011-12-12,1236.47,-0.869,1,12,12,-1.68,0.66,-2.274,-1.515,-1.586,0.225,-0.953,-0.485,-1.491,0.172,-1.748,-0.841
2011-12-09,1255.19,-1.491,5,09,12,2.38,-0.297,-0.836,5.219,1.84,0.321,1.106,5.732,1.688,-0.462,-0.15,5.02
2011-12-08,1234.35,1.688,4,08,12,-2.615,-2.915,-1.734,2.853,-1.492,-1.175,0.1,5.314,-2.114,-1.917,-0.798,3.505
2011-12-07,1261.01,-2.114,3,07,12,-0.308,-0.541,1.157,9.438,0.322,0.783,1.617,9.716,0.202,0.313,1.32,8.833
2011-12-06,1258.47,0.202,2,06,12,-0.234,1.216,0.776,9.259,0.46,1.291,0.472,8.367,0.111,1.14,0.923,8.322
2011-12-05,1257.08,0.111,1,05,12,1.453,1.707,6.106,6.482,0.827,0.827,4.576,5.813,1.029,1.004,5.178,5.811
2011-12-02,1244.28,1.029,5,02,12,0.25,-0.435,4.668,4.443,0.0,-0.808,5.208,3.745,-0.024,-0.215,4.338,4.3
2011-12-01,1244.58,-0.024,4,01,12,-0.683,4.325,8.186,2.101,-0.808,3.718,7.97,2.426,-0.191,4.132,7.415,2.38
2011-11-30,1246.96,-0.191,3,30,11,5.043,5.125,8.417,2.567,4.563,6.065,7.857,3.314,4.332,4.562,7.331,2.535
2011-11-29,1195.19,4.332,2,29,11,0.078,3.701,0.354,-4.194,1.437,4.1,1.184,-1.687,0.221,3.152,0.602,-3.373
2011-11-28,1192.55,0.221,1,28,11,3.62,3.131,-0.215,-5.562,2.625,1.689,-1.391,-4.109,2.924,2.648,-0.036,-5.188
2011-11-25,1158.67,2.924,5,25,11,-0.471,-3.228,-5.625,-7.929,-0.912,-2.802,-5.135,-6.408,-0.269,-2.472,-4.687,-7.438
2011-11-23,1161.79,-0.269,3,23,11,-2.769,-3.245,-5.396,-8.44,-1.907,-3.03,-4.213,-6.448,-2.21,-2.614,-4.468,-8.075
2011-11-22,1188.04,-2.21,2,22,11,-0.489,-2.477,-4.532,-3.683,-1.144,-2.401,-2.837,-3.393,-0.414,-2.271,-3.951,-4.167
2011-11-21,1192.98,-0.414,1,21,11,-1.998,-2.223,-5.358,-2.725,-1.271,-1.22,-2.756,-0.62,-1.865,-1.904,-5.154,-2.939
2011-11-18,1215.65,-1.865,5,18,11,-0.229,-2.106,-2.442,-5.125,0.051,-0.447,-1.342,-2.332,-0.039,-1.719,-2.886,-4.724
2011-11-17,1216.13,-0.039,4,17,11,-1.881,-3.206,-3.218,-3.847,-0.498,-1.555,-2.333,-1.878,-1.68,-3.314,-3.776,-3.567
2011-11-16,1236.91,-1.68,3,16,11,-1.35,-0.343,0.889,-2.183,-1.062,-0.899,-0.572,-0.344,-1.662,-1.188,-0.225,-1.302
2011-11-15,1257.81,-1.662,2,15,11,1.022,-0.012,2.782,-0.588,0.165,-0.79,2.197,0.292,0.482,-0.478,2.336,-0.265
2011-11-14,1251.78,0.482,1,14,11,-1.023,1.236,-2.75,0.696,-0.953,0.33,-1.003,2.055,-0.955,0.974,-1.892,1.121
2011-11-11,1263.85,-0.955,5,11,11,2.283,2.795,-0.649,3.762,1.296,3.011,0.466,4.978,1.948,2.827,0.216,3.741
2011-11-10,1239.7,1.948,4,10,11,0.501,-3.937,-3.045,-1.747,1.693,-1.329,0.229,0.781,0.862,-2.839,-1.08,-1.085
2011-11-09,1229.1,0.862,3,09,11,-4.416,-3.35,-3.279,-4.607,-2.971,-2.47,-1.864,-5.02,-3.67,-2.539,-2.541,-4.357
2011-11-08,1275.92,-3.67,2,08,11,1.115,0.929,3.544,-0.59,0.517,1.579,3.089,-2.589,1.174,1.811,3.071,-0.675
2011-11-07,1261.12,1.174,1,07,11,-0.183,0.074,4.44,2.589,1.057,0.621,4.49,-2.122,0.63,-0.002,3.516,1.539
2011-11-04,1253.23,0.63,5,04,11,0.257,2.59,1.338,4.079,-0.431,1.486,0.551,-1.158,-0.628,1.238,-0.006,1.967
2011-11-03,1261.15,-0.628,4,03,11,2.327,4.363,-1.372,1.348,1.926,3.845,-3.216,-1.634,1.878,3.519,-1.863,0.555
2011-11-02,1237.9,1.878,3,02,11,1.99,-1.221,-3.993,1.879,1.883,-0.922,-5.508,-3.444,1.61,-1.229,-3.635,-0.028
2011-11-01,1218.28,1.61,2,01,11,-3.147,-5.495,-1.772,1.997,-2.753,-6.799,-6.328,-3.519,-2.794,-5.199,-1.91,0.238
2011-10-31,1253.3,-2.794,1,31,10,-2.424,-2.806,2.704,5.788,-4.161,-4.629,-1.699,-0.434,-2.474,-2.436,1.973,3.589
2011-10-28,1285.09,-2.474,5,28,10,-0.391,3.94,2.758,6.661,-0.489,0.506,1.634,3.283,0.039,3.469,2.464,4.873
2011-10-27,1284.59,0.039,4,27,10,4.348,5.67,6.115,9.952,0.999,3.072,2.184,5.693,3.429,4.519,3.742,6.973
2011-10-26,1242.0,3.429,3,26,10,1.266,-1.137,3.837,2.354,2.052,1.123,2.998,3.79,1.054,-0.972,2.189,1.423
2011-10-25,1229.05,1.054,2,25,10,-2.373,0.422,3.002,2.867,-0.911,-0.861,1.288,4.02,-2.004,-0.743,1.584,2.109
2011-10-24,1254.19,-2.004,1,24,10,2.863,5.031,3.798,5.568,0.05,1.855,1.623,3.901,1.287,3.192,2.351,3.888
2011-10-21,1238.25,1.287,5,21,10,2.108,2.569,3.615,3.808,1.804,2.168,3.434,5.061,1.881,2.345,3.114,3.572
2011-10-20,1215.39,1.881,4,20,10,0.452,-1.174,-1.428,1.807,0.357,-0.228,0.768,3.186,0.455,-0.815,-0.75,1.716
2011-10-19,1209.88,0.455,3,19,10,-1.619,1.02,-0.131,5.047,-0.583,1.239,2.697,6.62,-1.265,0.751,0.517,4.71
2011-10-18,1225.38,-1.265,2,18,10,2.682,-0.257,1.705,5.168,1.833,0.999,2.242,6.767,2.042,0.065,1.502,5.186
2011-10-17,1200.86,2.042,1,17,10,-2.862,-1.139,0.186,4.875,-0.819,1.44,1.573,4.76,-1.937,-0.233,0.445,4.968
2011-10-14,1224.58,-1.937,5,14,10,1.774,1.967,3.282,10.254,2.278,1.231,2.399,7.25,1.738,1.435,2.485,8.953
2011-10-13,1203.66,1.738,4,13,10,0.19,1.34,5.185,12.837,-1.024,0.131,3.82,7.337,-0.297,0.679,4.171,9.5
2011-10-12,1207.25,-0.297,3,12,10,1.148,1.289,3.404,7.282,1.167,1.154,4.425,6.237,0.979,1.034,3.629,6.702
2011-10-11,1195.54,0.979,2,11,10,0.139,3.794,4.68,3.176,-0.013,3.684,3.137,3.235,0.054,3.469,4.503,3.028
2011-10-10,1194.89,0.054,1,10,10,3.649,2.089,6.751,3.814,3.698,3.235,4.737,5.842,3.412,2.568,6.312,3.808
2011-10-07,1155.46,3.412,5,07,10,-1.505,0.854,7.275,-2.999,-0.447,-0.527,3.387,0.892,-0.816,0.999,5.115,-1.695
2011-10-06,1164.97,-0.816,4,06,10,2.396,4.567,3.75,0.258,-0.081,1.455,1.735,3.026,1.83,3.65,2.965,0.174
2011-10-05,1144.03,1.83,3,05,10,2.12,6.367,-1.437,-0.236,1.538,3.935,0.095,6.695,1.787,4.076,-1.411,0.669
2011-10-04,1123.95,1.787,2,04,10,4.158,-0.781,-2.752,-1.066,2.361,0.275,1.055,5.185,2.249,-0.66,-2.355,-0.497
2011-10-03,1099.23,2.249,1,03,10,-4.742,-7.337,-9.577,-8.44,-2.038,-3.695,-2.414,-1.139,-2.845,-5.271,-6.479,-5.788
2011-09-30,1131.42,-2.845,5,30,09,-2.724,-1.986,-3.366,-7.28,-1.692,0.777,1.269,-1.865,-2.497,-1.706,-2.711,-5.879
2011-09-29,1160.4,-2.497,4,29,09,0.759,-2.418,1.219,-5.845,2.511,1.33,6.594,0.244,0.811,-1.274,2.109,-3.628
2011-09-28,1151.06,0.811,3,28,09,-3.152,-1.407,1.733,-7.707,-1.152,0.488,4.087,-3.327,-2.069,-1.022,1.903,-5.341
2011-09-27,1175.38,-2.069,2,27,09,1.802,3.727,1.258,-4.982,1.659,5.194,1.306,-1.486,1.069,3.427,0.739,-2.79
2011-09-26,1162.95,1.069,1,26,09,1.891,3.185,-4.051,-5.433,3.477,3.582,-3.094,-1.267,2.334,2.956,-3.256,-2.165
2011-09-23,1136.43,2.334,5,23,09,1.27,-2.38,-6.979,-5.474,0.101,-3.696,-5.957,-3.266,0.608,-2.6,-5.619,-3.107
2011-09-22,1129.56,0.608,4,22,09,-3.605,-7.013,-9.28,-5.377,-3.793,-6.445,-7.123,-3.619,-3.188,-6.034,-7.109,-2.814
2011-09-21,1166.76,-3.188,3,21,09,-3.536,-4.711,-6.162,-1.321,-2.756,-2.347,-2.756,1.352,-2.939,-3.1,-3.503,1.086
2011-09-20,1202.09,-2.939,2,20,09,-1.218,-2.438,-1.44,-0.487,0.421,-0.724,1.886,1.634,-0.166,-1.145,1.128,1.365
2011-09-19,1204.09,-0.166,1,19,09,-1.235,-1.523,1.617,-0.57,-1.14,-0.419,2.861,0.068,-0.98,-0.415,2.662,0.456
2011-09-16,1216.01,-0.98,5,16,09,-0.292,1.022,4.302,4.329,0.73,2.629,3.772,4.779,0.571,2.299,4.624,4.357
2011-09-15,1209.11,0.571,4,15,09,1.318,3.189,5.158,3.993,1.886,3.294,4.225,2.592,1.719,3.09,4.755,2.993
2011-09-14,1188.68,1.719,3,14,09,1.847,3.246,0.967,-0.69,1.382,1.114,-0.247,-1.157,1.348,2.272,0.234,-1.307
2011-09-13,1172.87,1.348,2,13,09,1.374,1.909,-2.153,-3.98,-0.264,0.901,-2.716,-3.202,0.912,1.615,-2.148,-3.776
2011-09-12,1162.27,0.912,1,12,09,0.527,-2.207,0.027,-4.977,1.169,-1.346,0.97,-2.801,0.697,-1.993,-0.255,-4.176
2011-09-09,1154.23,0.697,5,09,09,-2.72,-3.985,-1.109,-5.062,-2.486,-3.585,-1.566,-4.196,-2.671,-3.703,-1.681,-4.615
2011-09-08,1185.9,-2.671,4,08,09,-1.301,2.284,-1.641,1.409,-1.127,2.347,-0.912,0.248,-1.061,1.773,-1.538,0.773
2011-09-07,1198.62,-1.061,3,07,09,3.632,2.996,-1.867,5.381,3.514,2.093,-0.5,2.619,2.865,2.1,-1.663,3.394
2011-09-06,1165.24,2.865,2,06,09,-0.614,-3.838,-5.002,-0.436,-1.372,-3.184,-3.734,-3.25,-0.744,-3.253,-3.931,-1.05
2011-09-02,1173.97,-0.744,5,02,09,-3.244,-4.722,-3.998,1.616,-1.837,-2.54,-2.671,-2.064,-2.528,-3.685,-2.984,1.0
2011-09-01,1204.42,-2.528,4,01,09,-1.528,-1.211,3.101,9.105,-0.716,-0.568,1.17,4.716,-1.187,-0.701,2.347,7.172
2011-08-31,1218.89,-1.187,3,31,08,0.322,0.76,7.387,10.945,0.149,-0.135,3.135,6.046,0.492,0.728,5.143,8.488
2011-08-30,1212.92,0.492,2,30,08,0.437,4.365,4.806,8.634,-0.283,1.748,0.503,4.187,0.235,3.069,2.999,6.336
2011-08-29,1210.08,0.235,1,29,08,3.91,6.577,5.848,2.155,2.037,3.274,0.624,-0.054,2.828,4.383,4.106,1.356
2011-08-26,1176.8,2.828,5,26,08,2.566,0.423,5.824,-2.126,1.212,-1.224,3.505,-1.17,1.512,-0.068,4.714,-1.338
2011-08-25,1159.27,1.512,4,25,08,-2.089,-0.684,3.314,-5.849,-2.407,-2.566,2.822,-3.392,-1.557,-0.265,3.181,-3.754
2011-08-24,1177.6,-1.557,3,24,08,1.435,5.378,3.652,-1.324,-0.163,4.788,3.665,2.139,1.312,4.785,3.239,-0.103
2011-08-23,1162.35,1.312,2,23,08,3.887,4.025,-3.488,-2.21,4.959,5.53,-0.674,2.906,3.428,3.455,-2.642,-0.878
2011-08-22,1123.82,3.428,1,22,08,0.133,-1.638,-7.513,-0.898,0.544,-1.071,-4.517,3.16,0.026,-1.475,-5.78,0.273
2011-08-19,1123.53,0.026,5,19,08,-1.768,-7.223,-8.868,-4.299,-1.607,-5.879,-6.044,-2.568,-1.501,-5.893,-6.722,-4.179
2011-08-18,1140.65,-1.501,4,18,08,-5.553,-5.973,-4.801,3.511,-4.342,-3.483,-1.472,1.069,-4.459,-4.369,-3.237,1.893
2011-08-17,1193.89,-4.459,3,17,08,-0.445,-1.774,1.325,0.756,0.898,-0.175,3.604,-0.882,0.095,-0.88,1.812,-0.458
2011-08-16,1192.76,0.095,2,16,08,-1.335,1.246,7.153,-0.449,-1.063,2.083,8.041,-0.46,-0.974,1.183,6.424,-0.609
2011-08-15,1204.49,-0.974,1,15,08,2.616,3.154,5.014,-5.178,3.181,3.786,3.699,-4.413,2.178,2.716,2.726,-4.431
2011-08-12,1178.81,2.178,5,12,08,0.525,5.834,8.732,-7.215,0.587,5.836,2.579,-7.503,0.526,5.18,5.302,-6.0
2011-08-11,1172.64,0.526,4,11,08,5.282,1.803,-0.561,-10.463,5.218,-0.084,-4.33,-10.075,4.629,0.009,-2.229,-8.882
2011-08-10,1120.76,4.629,3,10,08,-3.305,2.738,-7.094,-15.452,-5.039,-3.077,-7.868,-14.739,-4.415,0.116,-6.609,-13.273
