cdate,cp,pctlead,dow,dom,moy,mdy4,mdy5,mdy6,mdy7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2014-06-26,1957.22,0.191,4,26,06,-0.213,0.459,-0.451,0.935,-0.108,-0.681,-1.734,-0.865,-0.118,0.371,-0.288,1.003
2014-06-25,1959.53,-0.118,3,25,06,0.674,-0.131,-0.216,1.174,-0.574,-2.146,-0.477,-0.497,0.49,-0.157,0.003,1.207
2014-06-24,1949.98,0.49,2,24,06,-0.8,-0.907,-0.849,0.757,-1.581,-1.059,0.0,1.053,-0.644,-0.657,-0.358,1.029
2014-06-23,1962.61,-0.644,1,23,06,-0.108,-0.085,0.45,1.05,0.53,1.705,1.914,2.384,-0.013,0.16,1.062,0.963
2014-06-20,1962.87,-0.013,5,20,06,0.023,0.058,1.393,0.829,1.169,1.071,0.884,2.336,0.173,0.301,1.295,0.619
2014-06-19,1959.48,0.173,4,19,06,0.035,0.535,1.393,0.52,-0.097,0.205,-0.019,1.093,0.128,0.901,1.204,0.421
2014-06-18,1956.98,0.128,3,18,06,0.501,1.334,1.62,0.813,0.303,-0.185,1.053,1.112,0.772,0.991,1.392,0.387
2014-06-17,1941.99,0.772,2,17,06,0.829,0.853,0.597,0.877,-0.486,-0.224,0.461,1.86,0.217,0.301,-0.098,0.079
2014-06-16,1937.78,0.217,1,16,06,0.023,0.282,-0.556,1.056,0.263,1.239,1.439,2.879,0.084,0.397,-0.667,0.514
2014-06-13,1936.16,0.084,5,13,06,0.259,-0.254,-0.861,1.497,0.974,0.687,1.113,2.251,0.313,-0.398,-0.774,0.619
2014-06-12,1930.11,0.313,4,12,06,-0.511,-0.836,-0.794,1.267,-0.284,0.197,0.059,1.721,-0.709,-1.06,-0.992,0.267
2014-06-11,1943.89,-0.709,3,11,06,-0.327,-0.609,0.278,2.121,0.483,0.424,1.392,1.413,-0.354,-0.378,0.177,1.056
2014-06-10,1950.79,-0.354,2,10,06,-0.283,0.043,1.621,2.191,-0.059,-0.138,1.419,0.188,-0.025,0.069,1.188,1.602
2014-06-09,1951.27,-0.025,1,09,06,0.327,0.892,2.379,3.063,-0.079,0.965,1.126,0.455,0.094,0.557,1.405,2.173
2014-06-06,1949.44,0.094,5,06,06,0.564,1.577,2.078,2.342,1.044,1.559,1.661,0.237,0.463,1.118,1.271,1.963
2014-06-05,1940.46,0.463,4,05,06,1.008,1.474,1.838,2.446,0.51,0.159,0.02,-0.76,0.653,0.843,0.878,2.101
2014-06-04,1927.88,0.653,3,04,06,0.461,0.493,0.561,2.103,-0.349,0.1,-1.215,-1.438,0.189,0.151,0.409,1.87
2014-06-03,1924.24,0.189,2,03,06,0.032,0.359,0.668,2.258,0.45,-0.139,-0.663,-1.607,-0.038,0.035,0.757,1.918
2014-06-02,1924.97,-0.038,1,02,06,0.327,0.068,0.259,2.789,-0.587,-1.313,-1.401,-0.725,0.073,0.257,0.683,2.784
2014-05-30,1923.57,0.073,5,30,05,-0.258,0.308,0.597,1.378,-0.731,-0.524,-0.78,-0.337,0.184,0.722,1.212,2.042
2014-05-29,1920.03,0.184,4,29,05,0.568,0.191,1.534,2.148,0.208,-0.089,-0.227,0.526,0.537,0.425,1.455,2.246
2014-05-28,1909.78,0.537,3,28,05,-0.374,0.289,1.58,2.115,-0.296,-0.257,-0.951,0.278,-0.111,0.487,1.152,2.081
2014-05-27,1911.91,-0.111,2,27,05,0.666,1.34,2.524,1.636,0.039,-0.138,0.685,-0.909,0.599,1.026,2.087,1.238
2014-05-23,1900.53,0.599,5,23,05,0.67,1.287,0.776,0.157,-0.177,-0.696,0.446,-1.016,0.425,0.662,0.82,0.162
2014-05-22,1892.49,0.425,4,22,05,0.613,1.168,0.605,-0.999,-0.519,0.824,0.754,-0.714,0.236,1.05,0.779,-0.219
2014-05-21,1888.03,0.236,3,21,05,0.551,-0.505,0.527,-0.126,1.351,1.15,1.24,0.078,0.812,0.156,0.918,0.508
2014-05-20,1872.83,0.812,2,20,05,-1.051,-0.556,-0.866,-0.378,-0.198,-0.069,-1.584,-1.613,-0.65,-0.268,-0.831,-0.149
2014-05-19,1885.08,-0.65,1,19,05,0.5,1.037,-0.614,0.17,0.129,0.089,-1.456,-2.172,0.384,0.761,-0.652,0.366
2014-05-16,1877.86,0.384,5,16,05,0.535,-0.312,-1.595,0.15,-0.04,-1.515,-1.457,-1.88,0.375,-0.565,-0.991,0.543
2014-05-15,1870.85,0.375,4,15,05,-0.842,-1.635,-0.649,-1.118,-1.476,-1.544,-1.148,-2.07,-0.936,-1.402,-0.406,-0.733
2014-05-14,1888.53,-0.936,3,14,05,-0.799,-1.287,0.492,-0.21,-0.068,0.059,-0.029,0.274,-0.47,-0.428,0.688,0.393
2014-05-13,1897.45,-0.47,2,13,05,-0.492,1.002,0.789,0.777,0.127,0.402,-0.727,0.937,0.042,1.01,1.024,0.731
2014-05-12,1896.65,0.042,1,12,05,1.501,1.802,1.773,1.373,0.275,-0.088,-0.429,-0.176,0.967,1.121,1.549,0.674
2014-05-09,1878.48,0.967,5,09,05,0.297,-0.21,-0.472,0.551,-0.362,-1.125,-0.933,0.493,0.152,0.014,-0.328,0.008
2014-05-08,1875.63,0.152,4,08,05,-0.506,-0.028,-0.699,0.602,-0.766,-0.341,0.304,1.137,-0.137,0.424,-0.293,0.332
2014-05-07,1878.21,-0.137,3,07,05,0.48,-0.262,-0.012,0.771,0.429,0.194,1.676,2.689,0.562,-0.342,-0.29,0.795
2014-05-06,1867.72,0.562,2,06,05,-0.739,-0.671,-0.393,-0.903,-0.233,0.647,0.254,2.66,-0.899,-0.713,-0.861,-0.58
2014-05-05,1884.66,-0.899,1,05,05,0.069,0.251,1.028,-0.081,0.882,1.479,1.439,2.398,0.187,0.052,0.337,0.494
2014-05-02,1881.14,0.187,5,02,05,0.182,0.28,1.31,-0.278,0.592,-0.391,0.83,1.634,-0.135,-0.149,0.626,0.085
2014-05-01,1883.68,-0.135,4,01,05,0.097,0.775,0.783,0.26,-0.976,-0.039,0.996,0.476,-0.014,0.285,1.088,0.63
2014-04-30,1883.95,-0.014,3,30,04,0.677,1.027,-0.512,0.448,0.946,1.226,2.4,1.982,0.299,0.777,0.284,1.024
2014-04-29,1878.33,0.299,2,29,04,0.348,0.008,-1.097,-0.029,0.277,1.036,0.945,1.511,0.476,0.801,0.157,0.86
2014-04-28,1869.43,0.476,1,28,04,-0.339,-1.524,-1.567,0.78,0.757,1.16,0.797,2.523,0.324,-0.489,-0.538,1.435
2014-04-25,1863.4,0.324,5,25,04,-1.189,-1.105,-0.519,1.794,0.4,-0.09,-0.515,2.606,-0.81,-0.639,-0.454,1.791
2014-04-24,1878.61,-0.81,4,24,04,0.085,-0.044,0.964,3.478,-0.488,-0.359,-0.408,3.402,0.172,-0.05,0.738,3.465
2014-04-23,1875.39,0.172,3,23,04,-0.129,0.592,1.081,2.126,0.13,-0.426,0.56,3.844,-0.221,0.187,0.702,2.308
2014-04-22,1879.55,-0.221,2,22,04,0.722,1.009,2.384,0.028,-0.555,-0.05,1.713,3.123,0.409,0.788,1.984,0.394
2014-04-21,1871.89,0.409,1,21,04,0.285,0.485,2.325,0.277,0.508,0.991,3.137,3.571,0.378,0.514,2.255,1.076
2014-04-17,1864.85,0.378,4,17,04,0.2,1.361,2.49,0.577,0.48,1.763,3.825,3.761,0.136,1.187,2.708,1.074
2014-04-16,1862.31,0.136,3,16,04,1.159,1.831,1.034,-1.336,1.277,2.125,3.265,2.65,1.049,1.732,1.595,-0.149
2014-04-15,1842.98,1.049,2,15,04,0.664,1.114,-2.301,-3.958,0.838,2.026,1.387,0.766,0.676,1.503,-1.56,-2.424
2014-04-14,1830.61,0.676,1,14,04,0.446,-0.783,-2.002,-5.043,1.179,1.116,0.421,-0.092,0.822,-0.135,-1.153,-3.188
2014-04-11,1815.69,0.822,5,11,04,-1.224,-3.377,-1.866,-5.177,-0.062,-0.627,-0.062,-1.033,-0.949,-3.017,-1.591,-3.703
2014-04-10,1833.08,-0.949,4,10,04,-2.18,-1.229,-2.345,-3.125,-0.565,-0.688,-0.596,-0.921,-2.088,-1.019,-1.716,-2.097
2014-04-09,1872.18,-2.088,3,09,04,0.972,1.563,-1.696,0.518,-0.123,0.568,-0.613,-0.379,1.092,1.471,-0.878,0.784
2014-04-08,1851.96,1.092,2,08,04,0.585,-1.13,-3.103,0.065,0.692,0.092,-0.51,1.257,0.375,-0.704,-2.059,0.158
2014-04-07,1845.04,0.375,1,07,04,-1.706,-3.209,-3.373,-0.768,-0.596,-1.174,-0.972,2.196,-1.075,-2.315,-2.147,-0.406
2014-04-04,1865.09,-1.075,5,04,04,-1.529,-1.995,-0.798,-0.357,-0.582,-0.602,-0.328,2.581,-1.254,-1.365,-0.387,-0.028
2014-04-03,1888.77,-1.254,4,03,04,-0.473,-0.17,2.252,1.463,-0.02,0.205,0.235,3.476,-0.113,0.172,1.677,1.687
2014-04-02,1890.9,-0.113,3,02,04,0.305,1.221,3.27,1.169,0.225,0.276,1.777,3.86,0.285,0.991,2.264,1.306
2014-04-01,1885.52,0.285,2,01,04,0.914,2.426,2.697,0.457,0.051,0.031,3.2,3.331,0.704,1.502,1.779,0.722
2014-03-31,1872.34,0.704,1,31,03,1.499,2.024,0.445,-0.163,-0.02,1.496,2.919,4.214,0.792,1.26,0.36,0.622
2014-03-28,1857.62,0.792,5,28,03,0.517,0.264,-0.772,-2.288,1.517,3.168,3.233,3.157,0.464,0.273,0.01,-0.781
2014-03-27,1849.04,0.464,4,27,03,-0.252,-1.547,-2.034,-1.925,1.626,1.401,2.046,2.036,-0.19,-0.889,-0.937,-0.527
2014-03-26,1852.56,-0.19,3,26,03,-1.299,-1.033,-2.181,-0.985,-0.221,0.063,0.127,1.316,-0.7,-0.263,-1.039,0.621
2014-03-25,1865.62,-0.7,2,25,03,0.269,-0.495,-0.606,0.674,0.285,0.636,1.259,1.356,0.44,-0.048,0.261,1.044
2014-03-24,1857.44,0.44,1,24,03,-0.762,-1.16,-1.528,-0.683,0.35,0.063,-0.074,0.456,-0.486,-0.778,-0.791,-0.576
2014-03-21,1866.52,-0.486,5,21,03,-0.401,-0.112,0.112,0.192,-0.285,0.619,-0.011,0.319,-0.293,0.309,0.414,-0.059
2014-03-20,1872.01,-0.293,4,20,03,0.291,-0.372,1.223,0.036,0.907,-0.137,1.188,-0.963,0.604,-0.013,1.677,-0.275
2014-03-19,1860.77,0.604,3,19,03,-0.661,0.224,1.287,-0.798,-1.035,-0.626,0.096,-1.326,-0.613,0.104,0.782,-0.92
2014-03-18,1872.25,-0.613,2,18,03,0.891,1.601,0.858,0.055,0.413,1.327,0.531,1.013,0.722,1.69,0.217,-0.255
2014-03-17,1858.83,0.722,1,17,03,0.704,1.061,0.08,-0.781,0.909,0.726,0.33,0.554,0.961,0.676,-0.471,-0.799
2014-03-14,1841.13,0.961,5,14,03,0.355,-0.731,-1.172,-1.708,-0.182,-0.785,-2.126,-3.16,-0.282,-1.449,-1.92,-1.749
2014-03-13,1846.34,-0.282,4,13,03,-1.082,-0.971,-2.059,-0.454,-0.605,-0.394,-1.421,-1.948,-1.17,-1.14,-1.688,0.033
2014-03-12,1868.2,-1.17,3,12,03,0.112,-0.445,-0.796,0.044,0.213,-1.351,0.48,-2.14,0.031,-0.478,-0.47,0.471
2014-03-11,1867.63,0.031,2,11,03,-0.556,-1.099,-0.86,0.056,-1.56,-1.032,0.224,-1.909,-0.508,-0.554,-0.33,0.719
2014-03-10,1877.17,-0.508,1,10,03,-0.545,-0.352,-0.542,1.089,0.537,1.856,-1.057,-0.303,-0.046,0.007,0.174,1.735
2014-03-07,1878.04,-0.046,5,07,03,0.194,0.242,1.639,2.057,1.312,1.269,-0.534,-1.371,0.054,0.226,1.751,1.784
2014-03-06,1877.03,0.054,4,06,03,0.048,-0.19,0.847,1.868,-0.043,-2.86,-2.607,-2.779,0.172,0.166,0.945,1.592
2014-03-05,1873.81,0.172,3,05,03,-0.237,1.394,0.924,2.19,-2.818,-1.78,-2.129,-1.294,-0.005,1.521,1.053,2.045
2014-03-04,1873.91,-0.005,2,04,03,1.635,1.038,1.639,2.683,1.068,0.26,0.762,1.206,1.527,0.778,1.558,1.855
2014-03-03,1845.73,1.527,1,03,03,-0.587,-0.464,0.411,1.633,-0.8,-0.355,-0.841,1.65,-0.738,-0.462,0.033,0.929
2014-02-28,1859.45,-0.738,5,28,02,0.124,0.595,1.013,1.57,0.449,0.501,-0.176,2.339,0.278,0.774,0.641,1.015
2014-02-27,1854.29,0.278,4,27,02,0.47,0.879,1.255,1.99,0.052,-0.488,0.852,1.838,0.495,0.497,0.982,0.852
2014-02-26,1845.16,0.495,3,26,02,0.407,0.416,1.027,2.016,-0.54,-0.674,0.44,4.769,0.002,-0.133,0.292,0.838
2014-02-25,1845.12,0.002,2,25,02,0.008,0.372,1.217,2.29,-0.135,1.347,2.512,5.742,-0.135,0.483,0.895,1.421
2014-02-24,1847.61,-0.135,1,24,02,0.364,0.609,0.552,2.906,1.484,1.122,2.519,6.165,0.619,0.426,0.372,1.531
2014-02-21,1836.25,0.619,5,21,02,0.244,0.841,0.726,3.508,-0.357,1.15,0.978,6.155,-0.192,0.41,-0.129,2.023
2014-02-20,1839.78,-0.192,4,20,02,0.596,-0.057,0.98,3.53,1.511,1.382,4.309,5.288,0.603,-0.053,0.544,2.379
2014-02-19,1828.75,0.603,3,19,02,-0.649,-0.114,1.06,3.859,-0.128,-0.17,3.151,4.621,-0.652,-0.537,0.522,3.119
2014-02-18,1840.76,-0.652,2,18,02,0.538,1.037,2.341,6.14,-0.043,2.887,3.556,5.012,0.116,0.597,1.155,5.088
2014-02-14,1838.63,0.116,5,14,02,0.496,1.176,2.762,5.105,2.931,3.327,5.127,4.543,0.481,1.065,2.155,4.753
2014-02-13,1829.83,0.481,4,13,02,0.677,1.291,2.525,5.944,0.384,0.649,0.938,1.532,0.581,0.554,1.826,5.049
2014-02-12,1819.26,0.581,3,12,02,0.61,1.567,2.769,1.495,0.264,1.743,1.425,-1.172,-0.027,1.079,2.584,2.057
2014-02-11,1819.75,-0.027,2,11,02,0.951,1.219,3.711,0.467,1.475,0.287,1.407,-3.351,1.106,1.265,3.888,1.425
2014-02-10,1799.84,1.106,1,10,02,0.265,1.183,2.28,0.918,-1.17,-0.312,-0.555,-5.877,0.157,1.489,2.543,1.445
2014-02-07,1797.02,0.157,5,07,02,0.916,2.463,3.335,-0.456,0.869,1.116,0.589,-5.301,1.33,2.591,3.165,0.252
2014-02-06,1773.43,1.33,4,06,02,1.533,1.084,-1.24,-0.351,0.246,-0.244,-2.561,-5.394,1.244,1.039,-0.514,-0.456
2014-02-05,1751.64,1.244,3,05,02,-0.442,0.851,-3.128,-2.779,-0.489,-0.522,-4.692,-5.556,-0.203,0.56,-2.372,-2.159
2014-02-04,1755.2,-0.203,2,04,02,1.298,-2.299,-1.332,-4.892,-0.033,-2.322,-5.352,-7.167,0.764,-1.537,-1.071,-4.007
2014-02-03,1741.89,0.764,1,03,02,-3.551,-3.946,-3.668,-6.852,-2.289,-4.192,-5.855,-8.0,-2.283,-2.915,-2.823,-5.581
2014-01-31,1782.59,-2.283,5,31,01,-0.409,0.99,0.9,-2.951,-1.947,-3.102,-2.908,-6.437,-0.647,0.473,0.058,-3.32
2014-01-30,1794.19,-0.647,4,30,01,1.404,0.289,0.36,-2.195,-1.178,-1.735,-0.907,-5.214,1.127,0.094,0.218,-2.421
2014-01-29,1774.2,1.127,3,29,01,-1.1,-0.089,-3.608,-3.835,-0.565,0.2,-1.918,-3.871,-1.021,-0.413,-2.968,-3.884
2014-01-28,1792.5,-1.021,2,28,01,1.023,0.071,-3.304,-2.896,0.769,0.843,-2.278,-3.169,0.614,0.123,-2.838,-3.023
2014-01-27,1781.56,0.614,1,27,01,-0.942,-3.522,-3.816,-3.325,0.074,-2.114,-3.635,-4.237,-0.488,-2.565,-3.376,-3.117
2014-01-24,1790.29,-0.488,5,24,01,-2.605,-3.373,-2.545,-1.265,-2.186,-3.096,-4.347,-3.754,-2.088,-2.958,-2.633,-1.589
2014-01-23,1828.46,-2.088,4,23,01,-0.789,-0.305,-0.236,-0.061,-0.93,-1.553,-1.991,-3.532,-0.889,-0.832,-0.944,-0.755
2014-01-22,1844.86,-0.889,3,22,01,0.488,0.857,0.422,1.478,-0.629,-1.291,-0.911,-1.885,0.057,0.335,-0.19,0.366
2014-01-21,1843.8,0.057,2,21,01,0.367,0.069,0.511,1.085,-0.666,-0.445,-0.626,-2.224,0.277,-0.113,0.268,0.343
2014-01-17,1838.7,0.277,5,17,01,-0.297,-0.431,1.314,0.91,0.222,0.385,0.619,-1.89,-0.39,-0.524,1.072,0.045
2014-01-16,1845.89,-0.39,4,16,01,-0.134,0.441,0.175,2.05,0.162,-0.182,-1.572,-0.722,-0.135,0.381,0.191,1.047
2014-01-15,1848.38,-0.135,3,15,01,0.576,1.752,1.051,1.543,-0.343,0.233,-0.982,-0.734,0.517,1.604,0.558,0.929
2014-01-14,1838.88,0.517,2,14,01,1.17,-0.265,0.571,1.404,0.578,-1.393,-1.608,-0.632,1.082,-0.189,0.076,0.377
2014-01-13,1819.2,1.082,1,13,01,-1.418,-0.69,-0.399,-0.917,-1.96,-1.213,-2.493,-2.619,-1.258,-1.03,-1.016,-1.578
2014-01-10,1842.37,-1.258,5,10,01,0.739,0.838,1.872,0.9,0.762,-0.218,0.863,0.209,0.231,0.266,0.854,0.071
2014-01-09,1838.13,0.231,4,09,01,0.099,0.292,0.487,0.272,-0.973,-1.296,0.251,-1.724,0.035,0.014,0.369,-0.178
2014-01-08,1837.49,0.035,3,08,01,0.193,1.025,0.829,0.255,-0.327,1.084,0.992,-0.159,-0.021,0.587,0.301,-0.246
2014-01-07,1837.88,-0.021,2,07,01,0.83,0.194,-0.52,0.095,1.415,1.568,-0.128,1.865,0.608,0.355,-0.567,0.249
2014-01-06,1826.77,0.608,1,06,01,-0.631,-0.195,-0.954,-0.265,0.151,-0.09,-0.648,1.167,-0.251,-0.284,-0.777,-0.067
2014-01-03,1831.37,-0.251,5,03,01,0.439,-0.713,-0.214,1.164,-0.241,-1.67,-1.97,0.841,-0.033,-0.919,-0.545,0.718
2014-01-02,1831.98,-0.033,4,02,01,-1.147,-0.761,-0.568,1.552,-1.433,-0.558,-1.14,0.322,-0.886,-0.494,-0.545,1.237
2013-12-31,1848.36,-0.886,2,31,12,0.391,0.502,0.618,1.886,0.887,-0.305,1.996,1.668,0.396,0.378,0.82,2.083
2013-12-30,1841.07,0.396,1,30,12,0.111,0.194,0.695,2.754,-1.182,-0.585,1.827,3.68,-0.018,-0.052,0.716,3.373
2013-12-27,1841.4,-0.018,5,27,12,0.082,0.115,1.381,2.592,0.605,2.308,2.868,4.413,-0.034,0.441,1.269,3.071
2013-12-26,1842.02,-0.034,4,26,12,0.033,0.501,2.133,3.236,1.693,2.426,1.478,5.865,0.475,0.768,1.792,3.757
2013-12-24,1833.32,0.475,2,24,12,0.468,1.264,1.26,3.519,0.721,0.547,-0.321,4.048,0.292,0.825,1.252,3.257
2013-12-23,1827.99,0.292,1,23,12,0.793,1.624,2.045,3.142,-0.172,-0.925,1.819,4.509,0.532,1.016,2.638,2.568
2013-12-20,1818.32,0.532,5,20,12,0.825,-0.004,1.195,0.655,-0.754,-0.864,1.502,3.103,0.482,0.424,1.779,0.871
2013-12-19,1809.6,0.482,4,19,12,-0.822,0.414,1.08,-0.494,-0.111,2.77,4.323,3.746,-0.058,1.606,1.931,0.068
2013-12-18,1810.65,-0.058,3,18,12,1.246,1.199,2.231,0.474,2.884,2.386,4.383,4.067,1.665,1.35,1.98,0.308
2013-12-17,1781.0,1.665,2,17,12,-0.046,0.663,1.076,-0.021,-0.483,1.511,2.642,2.783,-0.31,0.32,-0.068,-0.226
2013-12-16,1786.54,-0.31,1,16,12,0.71,1.019,-0.533,0.233,2.004,1.951,1.578,2.694,0.632,0.622,-0.892,-0.35
2013-12-13,1775.32,0.632,5,13,12,0.307,0.41,-1.557,-0.642,-0.052,1.114,-0.553,0.975,-0.01,-0.387,-1.828,-1.105
2013-12-12,1775.5,-0.01,4,12,12,0.102,-1.537,-1.719,-1.288,1.167,-0.366,-0.303,1.967,-0.377,-1.504,-1.639,-1.41
2013-12-11,1782.22,-0.377,3,11,12,-1.638,-1.959,-1.085,-1.356,-1.515,-1.649,0.138,0.834,-1.132,-1.446,-0.157,-1.306
2013-12-10,1802.62,-1.132,2,10,12,-0.327,-0.184,0.77,-0.151,-0.136,0.063,1.099,2.036,-0.318,-0.137,0.547,-0.255
2013-12-09,1808.37,-0.318,1,09,12,0.143,0.891,0.929,0.433,0.199,1.817,1.536,1.665,0.182,1.308,0.736,0.312
2013-12-06,1805.09,0.182,5,06,12,0.748,0.956,0.438,0.286,1.615,1.035,2.278,0.589,1.124,0.685,0.233,0.145
2013-12-05,1785.03,1.124,4,05,12,0.207,0.038,-0.274,-0.596,-0.57,-0.275,0.695,-0.926,-0.434,-0.564,-1.151,-1.093
2013-12-04,1792.81,-0.434,3,04,12,-0.169,-0.514,-0.914,-0.631,0.297,1.23,0.928,-0.021,-0.13,-0.449,-0.798,-0.169
2013-12-03,1795.15,-0.13,2,03,12,-0.345,-0.312,-0.492,0.766,0.93,0.973,0.127,-0.306,-0.319,-0.59,-0.422,0.774
2013-12-02,1800.9,-0.319,1,02,12,0.034,-0.403,-0.151,0.883,0.043,-0.299,-1.651,-1.991,-0.272,-0.35,-0.088,0.729
2013-11-29,1805.81,-0.272,5,29,11,-0.436,-0.181,-0.323,0.16,-0.341,-0.838,-1.61,-2.064,-0.079,0.17,0.058,0.797
2013-11-27,1807.23,-0.079,3,27,11,0.256,0.252,0.286,-0.134,-0.499,-1.357,-0.94,-1.543,0.249,0.264,0.634,0.503
2013-11-26,1802.75,0.249,2,26,11,-0.004,-0.143,1.264,-0.071,-0.862,-0.779,-0.433,1.126,0.015,-0.111,1.2,0.677
2013-11-25,1802.48,0.015,1,25,11,-0.139,0.034,1.036,0.35,0.084,0.422,-0.346,2.7,-0.126,0.369,0.817,1.149
2013-11-22,1804.76,-0.126,5,22,11,0.172,1.409,0.485,1.496,0.338,0.349,-0.461,2.525,0.496,1.313,0.738,2.097
2013-11-21,1795.85,0.496,4,21,11,1.235,1.002,-0.419,1.179,0.011,-0.765,-0.609,1.861,0.813,0.446,-0.13,1.352
2013-11-20,1781.37,0.813,3,20,11,-0.229,-0.911,-1.319,0.307,-0.776,-0.807,1.566,2.103,-0.364,-0.567,-0.517,0.608
2013-11-19,1787.87,-0.364,2,19,11,-0.683,-1.407,-0.679,2.095,-0.031,0.157,3.056,3.763,-0.204,-0.573,0.329,2.331
2013-11-18,1791.53,-0.204,1,18,11,-0.729,-0.412,1.006,0.98,0.189,2.392,3.0,2.392,-0.37,0.051,1.349,1.188
2013-11-15,1798.18,-0.37,5,15,11,0.319,0.738,1.604,1.621,2.199,2.894,2.485,3.566,0.422,0.908,1.484,1.997
2013-11-14,1790.62,0.422,4,14,11,0.418,1.423,1.648,0.655,0.68,0.594,0.528,1.216,0.484,1.297,1.13,1.283
2013-11-13,1782.0,0.484,3,13,11,1.001,0.86,2.793,0.984,-0.086,-0.398,0.685,3.084,0.81,0.571,1.995,1.156
2013-11-12,1767.69,0.81,2,12,11,-0.14,0.222,-0.026,0.072,-0.312,-0.065,-0.59,3.403,-0.237,-0.165,-0.158,0.635
2013-11-11,1771.89,-0.237,1,11,11,0.363,1.917,0.017,0.124,0.248,1.087,1.054,4.673,0.072,1.416,0.506,0.487
2013-11-08,1770.61,0.072,5,08,11,1.548,-0.247,-0.977,-0.981,0.837,-0.526,0.684,4.273,1.343,0.007,0.152,-0.076
2013-11-07,1747.15,1.343,4,07,11,-1.768,-1.864,-1.759,-2.006,-1.352,-0.033,2.383,4.228,-1.318,-0.897,-0.823,-0.849
2013-11-06,1770.49,-1.318,3,06,11,-0.098,-0.732,0.098,-0.369,1.337,1.216,4.017,5.968,0.427,0.145,0.794,0.609
2013-11-05,1762.97,0.427,2,05,11,-0.634,0.107,0.107,0.047,-0.119,2.416,3.581,4.038,-0.281,0.075,-0.019,0.622
2013-11-04,1767.93,-0.281,1,04,11,0.746,0.836,-0.004,0.87,2.538,2.767,3.565,5.125,0.357,0.648,-0.227,1.234
2013-11-01,1761.64,0.357,5,01,11,0.09,0.0,-0.251,-0.534,0.223,1.137,1.802,2.091,0.29,-0.095,-0.027,0.397
2013-10-31,1756.54,0.29,4,31,10,-0.089,-0.833,-0.467,-0.128,0.912,0.776,1.876,2.74,-0.384,-0.87,-0.184,0.681
2013-10-30,1763.31,-0.384,3,30,10,-0.744,-0.251,-0.06,0.055,-0.135,0.657,0.441,1.439,-0.488,0.068,0.642,1.078
2013-10-29,1771.95,-0.488,2,29,10,0.497,0.369,0.874,1.655,0.793,1.091,1.507,1.658,0.558,0.692,1.464,2.239
2013-10-28,1762.11,0.558,1,28,10,-0.127,0.192,-0.284,1.888,0.296,-0.215,0.284,1.054,0.133,0.573,0.424,2.357
2013-10-25,1759.77,0.133,5,25,10,0.319,0.503,0.341,3.351,-0.509,0.411,0.848,1.36,0.439,0.767,0.866,3.634
2013-10-24,1752.07,0.439,4,24,10,0.183,-0.475,0.115,1.936,0.925,0.5,0.994,0.936,0.326,-0.148,0.434,2.452
2013-10-23,1746.38,0.326,3,23,10,-0.657,-0.162,0.774,2.135,-0.421,0.436,0.149,0.759,-0.472,0.099,0.763,2.535
2013-10-22,1754.67,-0.472,2,22,10,0.498,0.592,2.178,3.8,0.86,0.491,0.767,2.255,0.574,0.583,1.924,3.67
2013-10-21,1744.66,0.574,1,21,10,0.094,0.937,3.0,5.585,-0.366,-0.286,0.507,2.431,0.009,0.664,2.744,5.328
2013-10-18,1744.5,0.009,5,18,10,0.843,1.576,1.818,5.117,0.08,0.275,-0.057,2.386,0.655,1.334,2.009,5.379
2013-10-17,1733.15,0.655,4,17,10,0.727,2.044,1.351,3.016,0.195,0.795,0.61,1.839,0.674,2.066,1.758,3.403
2013-10-16,1721.54,0.674,3,16,10,1.307,0.239,1.588,1.094,0.599,-0.331,1.476,1.147,1.383,0.667,1.712,1.836
2013-10-15,1698.06,1.383,2,15,10,-1.055,-0.68,2.509,0.37,-0.925,-0.184,1.914,1.509,-0.706,-0.302,2.515,1.156
2013-10-14,1710.14,-0.706,1,14,10,0.379,1.346,3.24,0.629,0.748,1.813,2.444,1.766,0.407,1.039,3.304,0.961
2013-10-11,1703.2,0.407,5,11,10,0.963,3.21,1.643,0.048,1.058,2.102,1.222,1.105,0.629,2.825,1.616,0.484
2013-10-10,1692.56,0.629,4,10,10,2.226,1.868,-0.486,0.451,1.033,0.62,-0.324,0.0,2.183,2.242,0.122,0.655
2013-10-09,1656.4,2.183,3,09,10,-0.349,-1.519,-2.087,-1.68,-0.409,-0.861,-0.398,-2.002,0.057,-1.177,-1.326,-2.09
2013-10-08,1655.45,0.057,2,08,10,-1.173,-2.311,-2.529,-1.726,-0.454,-0.938,-0.662,-1.792,-1.233,-2.073,-2.268,-2.544
2013-10-07,1676.12,-1.233,1,07,10,-1.151,-0.577,-1.569,0.027,-0.487,0.468,-0.116,-1.423,-0.851,-0.151,-1.114,-0.984
2013-10-04,1690.5,-0.851,5,04,10,0.581,-0.223,0.941,1.25,0.959,0.279,0.325,-1.19,0.705,-0.199,0.532,-0.408
2013-10-03,1678.66,0.705,4,03,10,-0.799,-0.998,0.416,0.808,-0.674,-0.581,-1.611,-2.564,-0.898,-0.964,-0.774,-1.362
2013-10-02,1693.87,-0.898,3,02,10,-0.2,1.166,0.823,1.189,0.093,0.046,-1.137,-2.91,-0.067,0.733,-0.283,-0.938
